problem,family,algorithm,trial,seed,budget,evaluations,best_value,runtime_seconds
Schwefel,continuous,GA,2,52028,1000,1000,580.8988627953195,0.056396699999822886
Schwefel,continuous,GA,3,52029,1000,1000,1008.5828294791818,0.053578299999571755
Schwefel,continuous,GA,4,52030,1000,1000,1290.577397807132,0.05367149999983667
Schwefel,continuous,GA,5,52031,1000,1000,1138.783745440669,0.05731500000001688
Schwefel,continuous,GA,6,52032,1000,1000,1415.8272683561472,0.048637899999448564
Schwefel,continuous,GA,7,52033,1000,1000,611.5171008772973,0.0473706000002494
Schwefel,continuous,GA,8,52034,1000,1000,774.2959903470373,0.05278739999994286
Schwefel,continuous,GA,9,52035,1000,1000,1128.5980699160323,0.050387899999805086
Schwefel,continuous,GA,10,52036,1000,1000,1215.2745587198006,0.05501800000001822
Schwefel,continuous,GA,11,52037,1000,1000,889.6877651363284,0.05148580000059155
Schwefel,continuous,GA,12,52038,1000,1000,1263.1808909851443,0.04681880000043748
Schwefel,continuous,GA,13,52039,1000,1000,1570.5200252522982,0.04422389999945153
Schwefel,continuous,GA,14,52040,1000,1000,1031.6789244368351,0.04971620000014809
Schwefel,continuous,GA,15,52041,1000,1000,1166.636574443528,0.047740900000462716
Schwefel,continuous,GA,16,52042,1000,1000,951.5637196906569,0.04826350000075763
Schwefel,continuous,GA,17,52043,1000,1000,1063.6830964859846,0.05000819999986561
Schwefel,continuous,GA,18,52044,1000,1000,937.7902313034074,0.047879000000648375
Schwefel,continuous,GA,19,52045,1000,1000,1000.1327857924989,0.04906750000009197
Schwefel,continuous,GA,20,52046,1000,1000,1335.8113067701358,0.049039300000004005
Schwefel,continuous,GA,21,52047,1000,1000,377.08457299622387,0.05137250000007043
Schwefel,continuous,GA,22,52048,1000,1000,551.9097464411116,0.04607709999982035
Schwefel,continuous,GA,23,52049,1000,1000,907.0423628496878,0.04476449999947363
Schwefel,continuous,GA,24,52050,1000,1000,1268.8666902419436,0.04410329999973328
Schwefel,continuous,GA,25,52051,1000,1000,1513.8768469954093,0.045904999999947904
Schwefel,continuous,GA,26,52052,1000,1000,945.2750354119089,0.045294900000044436
Schwefel,continuous,GA,27,52053,1000,1000,905.1389761591354,0.046709000000191736
Schwefel,continuous,GA,28,52054,1000,1000,1165.343255553481,0.04798659999960364
Schwefel,continuous,GA,29,52055,1000,1000,1231.4687729796542,0.050461999999242835
Schwefel,continuous,GA,30,52056,1000,1000,1004.787440546821,0.04646530000081839
Schwefel,continuous,PSO,1,53027,1000,1000,1094.8491111716385,0.009674900000391062
Schwefel,continuous,PSO,2,53028,1000,1000,710.0181201869241,0.01121919999968668
Schwefel,continuous,PSO,3,53029,1000,1000,1378.5045081975136,0.011500300000079733
Schwefel,continuous,PSO,4,53030,1000,1000,752.6154416149488,0.00876830000015616
Schwefel,continuous,PSO,5,53031,1000,1000,953.5203986760921,0.007552099999884376
Schwefel,continuous,PSO,6,53032,1000,1000,1311.3943511630455,0.006686400000035064
Schwefel,continuous,PSO,7,53033,1000,1000,1196.4039375693374,0.0074939999994967366
Schwefel,continuous,PSO,8,53034,1000,1000,848.4484827382985,0.007224800000585674
Schwefel,continuous,PSO,9,53035,1000,1000,830.7051346282142,0.0064978999998857034
Schwefel,continuous,PSO,10,53036,1000,1000,806.5062715587928,0.006815600000663835
Schwefel,continuous,PSO,11,53037,1000,1000,853.3606165919659,0.006897399999616027
Schwefel,continuous,PSO,12,53038,1000,1000,1014.0291004544215,0.00784899999962363
Schwefel,continuous,PSO,13,53039,1000,1000,925.3157303754988,0.006822299999839743
Schwefel,continuous,PSO,14,53040,1000,1000,803.6909000654127,0.006562399999893387
Schwefel,continuous,PSO,15,53041,1000,1000,284.1979862292228,0.006787199999962468
Schwefel,continuous,PSO,16,53042,1000,1000,1262.276973773046,0.006578499999704945
Schwefel,continuous,PSO,17,53043,1000,1000,1124.184054230128,0.006991599999309983
Schwefel,continuous,PSO,18,53044,1000,1000,753.7342514059997,0.0064382000000478
Schwefel,continuous,PSO,19,53045,1000,1000,952.8548757324306,0.006542399999489135
Schwefel,continuous,PSO,20,53046,1000,1000,1227.1645519435333,0.008734699999877193
Schwefel,continuous,PSO,21,53047,1000,1000,1133.144644950461,0.007339699999647564
Schwefel,continuous,PSO,22,53048,1000,1000,1650.714969358296,0.006846000000223285
Schwefel,continuous,PSO,23,53049,1000,1000,791.4432925774508,0.0064797000004546135
Schwefel,continuous,PSO,24,53050,1000,1000,626.0211792689615,0.006796800000302028
Schwefel,continuous,PSO,25,53051,1000,1000,728.8498852156117,0.006611400000110734
Schwefel,continuous,PSO,26,53052,1000,1000,861.8890670655064,0.006808299999647716
Schwefel,continuous,PSO,27,53053,1000,1000,1458.996003404753,0.006990199999563629
Schwefel,continuous,PSO,28,53054,1000,1000,1020.4315182739429,0.006648900000072899
Schwefel,continuous,PSO,29,53055,1000,1000,742.1355396836816,0.007090099999913946
Schwefel,continuous,PSO,30,53056,1000,1000,1095.2438752966605,0.006751800000529329
Schwefel,continuous,DE,1,54027,1000,1000,1843.863099838986,0.041965800000070885
Schwefel,continuous,DE,2,54028,1000,1000,1292.686275337558,0.04356759999973292
Schwefel,continuous,DE,3,54029,1000,1000,1363.804868868642,0.04586699999981647
Schwefel,continuous,DE,4,54030,1000,1000,1448.816298795158,0.04095629999937955
Schwefel,continuous,DE,5,54031,1000,1000,1252.69863719032,0.04800379999960569
Schwefel,continuous,DE,6,54032,1000,1000,1575.2417204282829,0.0493162000002485
Schwefel,continuous,DE,7,54033,1000,1000,1646.9937508174276,0.049141899999995076
Schwefel,continuous,DE,8,54034,1000,1000,1453.042143375057,0.05198449999988952
Schwefel,continuous,DE,9,54035,1000,1000,1355.208606844998,0.0529740000001766
Schwefel,continuous,DE,10,54036,1000,1000,1389.4746858709136,0.05435310000029858
Schwefel,continuous,DE,11,54037,1000,1000,1174.092280239221,0.05369990000053804
Schwefel,continuous,DE,12,54038,1000,1000,1479.617338158958,0.05066640000040934
Schwefel,continuous,DE,13,54039,1000,1000,1461.9347390549415,0.05321579999963433
Schwefel,continuous,DE,14,54040,1000,1000,1414.4765151290667,0.05130300000018906
Schwefel,continuous,DE,15,54041,1000,1000,1540.9637758226622,0.05380989999957819
Schwefel,continuous,DE,16,54042,1000,1000,1728.0487587202274,0.04336339999917982
Schwefel,continuous,DE,17,54043,1000,1000,1697.1985678306069,0.04809560000012425
Schwefel,continuous,DE,18,54044,1000,1000,1672.0763015836687,0.05087249999996857
Schwefel,continuous,DE,19,54045,1000,1000,1572.083014646903,0.04925999999977648
Schwefel,continuous,DE,20,54046,1000,1000,1687.6063841950647,0.040736699999797565
Schwefel,continuous,DE,21,54047,1000,1000,1356.648624557233,0.04614730000048439
Schwefel,continuous,DE,22,54048,1000,1000,1172.3081303610743,0.03913209999973333
Schwefel,continuous,DE,23,54049,1000,1000,1455.2032574176555,0.04070769999998447
Schwefel,continuous,DE,24,54050,1000,1000,959.6974305929862,0.04267280000021856
Schwefel,continuous,DE,25,54051,1000,1000,1738.6248919510822,0.040412400000604976
Schwefel,continuous,DE,26,54052,1000,1000,1559.7295445701698,0.039093899999897985
Schwefel,continuous,DE,27,54053,1000,1000,1583.8806085497597,0.042558500000268396
Schwefel,continuous,DE,28,54054,1000,1000,1276.6730206142447,0.046178499999768974
Schwefel,continuous,DE,29,54055,1000,1000,1380.8931258642544,0.040795900000375696
Schwefel,continuous,DE,30,54056,1000,1000,1597.7307995321553,0.03981000000021595
Schwefel,continuous,MonteCarlo,1,55027,1000,1000,1267.7954520471735,0.016659700000673183
Schwefel,continuous,MonteCarlo,2,55028,1000,1000,1683.8382441281883,0.0159564000005048
Schwefel,continuous,MonteCarlo,3,55029,1000,1000,1194.806505792269,0.01775329999964015
Schwefel,continuous,MonteCarlo,4,55030,1000,1000,1468.8914256666842,0.016523700000107056
Schwefel,continuous,MonteCarlo,5,55031,1000,1000,1604.6239637494327,0.019682799999827694
Schwefel,continuous,MonteCarlo,6,55032,1000,1000,1627.25064043179,0.019410900000366382
Schwefel,continuous,MonteCarlo,7,55033,1000,1000,1852.3246656189099,0.019560800000363088
Schwefel,continuous,MonteCarlo,8,55034,1000,1000,1456.3888923599889,0.020605300000170246
Schwefel,continuous,MonteCarlo,9,55035,1000,1000,1772.0610845175502,0.01662269999997079
Schwefel,continuous,MonteCarlo,10,55036,1000,1000,1631.2599736470934,0.016118399999868416
Schwefel,continuous,MonteCarlo,11,55037,1000,1000,1580.4313789532011,0.017747300000337418
Schwefel,continuous,MonteCarlo,12,55038,1000,1000,1318.2080373381004,0.016301499999826774
Schwefel,continuous,MonteCarlo,13,55039,1000,1000,1446.9601457755455,0.016270200000690238
Schwefel,continuous,MonteCarlo,14,55040,1000,1000,1823.6475802240006,0.015929299999697832
Schwefel,continuous,MonteCarlo,15,55041,1000,1000,1438.9662563305642,0.018037599999843223
Schwefel,continuous,MonteCarlo,16,55042,1000,1000,1691.761979974329,0.022083099999690603
Schwefel,continuous,MonteCarlo,17,55043,1000,1000,1272.7144689582683,0.021891600000344624
Schwefel,continuous,MonteCarlo,18,55044,1000,1000,1824.2807400929391,0.019970199999988836
Schwefel,continuous,MonteCarlo,19,55045,1000,1000,1559.5624984734702,0.020632800000385032
Schwefel,continuous,MonteCarlo,20,55046,1000,1000,1336.949589411679,0.01746140000068408
Schwefel,continuous,MonteCarlo,21,55047,1000,1000,1237.1426038638692,0.015840299999581475
Schwefel,continuous,MonteCarlo,22,55048,1000,1000,1794.87871569329,0.01607830000011745
Schwefel,continuous,MonteCarlo,23,55049,1000,1000,1694.369536370517,0.016512900000634545
Schwefel,continuous,MonteCarlo,24,55050,1000,1000,1658.2012315119,0.019294100000479375
Schwefel,continuous,MonteCarlo,25,55051,1000,1000,1725.980791036529,0.0238350999998147
Schwefel,continuous,MonteCarlo,26,55052,1000,1000,1807.107113795002,0.024326099999598227
Schwefel,continuous,MonteCarlo,27,55053,1000,1000,1339.935515132363,0.023392600000079256
Schwefel,continuous,MonteCarlo,28,55054,1000,1000,1608.2961844571214,0.02758890000040992
Schwefel,continuous,MonteCarlo,29,55055,1000,1000,1704.3056416745133,0.022418000000470784
Schwefel,continuous,MonteCarlo,30,55056,1000,1000,1771.6113885802215,0.022092000000156986
Zakharov,continuous,GA,1,62027,1000,1000,5.048799497717741,0.06806450000021869
Zakharov,continuous,GA,2,62028,1000,1000,3.887454813356939,0.06514960000004066
Zakharov,continuous,GA,3,62029,1000,1000,2.938884288666911,0.052961100000175065
Zakharov,continuous,GA,4,62030,1000,1000,0.3644143063045325,0.04842869999993127
Zakharov,continuous,GA,5,62031,1000,1000,6.702856728818085,0.04848720000063622
Zakharov,continuous,GA,6,62032,1000,1000,2.349721347220504,0.049882500000421715
Zakharov,continuous,GA,7,62033,1000,1000,1.7671242096292594,0.04885100000046805
Zakharov,continuous,GA,8,62034,1000,1000,16.49483437369813,0.048997099999724014
Zakharov,continuous,GA,9,62035,1000,1000,18.134457249315826,0.05127150000043912
Zakharov,continuous,GA,10,62036,1000,1000,5.406733937943946,0.05284479999954783
Zakharov,continuous,GA,11,62037,1000,1000,1.8401737684316861,0.050584199999320845
Zakharov,continuous,GA,12,62038,1000,1000,0.7337439212305501,0.05943029999980354
Zakharov,continuous,GA,13,62039,1000,1000,0.9235583971502901,0.06199000000015076
Zakharov,continuous,GA,14,62040,1000,1000,2.5937705964649003,0.07036759999937203
Zakharov,continuous,GA,15,62041,1000,1000,1.5399146718411858,0.06273109999983717
Zakharov,continuous,GA,16,62042,1000,1000,4.585139654498733,0.06629069999962667
Zakharov,continuous,GA,17,62043,1000,1000,8.567117867689385,0.05809800000042742
Zakharov,continuous,GA,18,62044,1000,1000,3.316954783587202,0.05443009999999049
Zakharov,continuous,GA,19,62045,1000,1000,1.1372966155851254,0.06278860000020359
Zakharov,continuous,GA,20,62046,1000,1000,2.1513133273067746,0.06422269999984564
Zakharov,continuous,GA,21,62047,1000,1000,0.7494070794708736,0.05624470000020665
Zakharov,continuous,GA,22,62048,1000,1000,3.085132681260489,0.05663860000004206
Zakharov,continuous,GA,23,62049,1000,1000,1.480475959885753,0.05200890000014624
Zakharov,continuous,GA,24,62050,1000,1000,3.497388710131803,0.06386399999973946
Zakharov,continuous,GA,25,62051,1000,1000,0.4836869499874533,0.06597020000026532
Zakharov,continuous,GA,26,62052,1000,1000,1.143171343322695,0.05956810000043333
Zakharov,continuous,GA,27,62053,1000,1000,6.215010464507034,0.06251040000006469
Zakharov,continuous,GA,28,62054,1000,1000,0.8242558703555464,0.05843170000025566
Zakharov,continuous,GA,29,62055,1000,1000,5.080584889456518,0.0532097999994221
Zakharov,continuous,GA,30,62056,1000,1000,3.300388330673779,0.06329080000068643
Zakharov,continuous,PSO,1,63027,1000,1000,8.763401426203314,0.012581099999806611
Zakharov,continuous,PSO,2,63028,1000,1000,2.163056345605306,0.014947399999982736
Zakharov,continuous,PSO,3,63029,1000,1000,41.71946294905219,0.014672700000119221
Zakharov,continuous,PSO,4,63030,1000,1000,31.2341508185531,0.013597799999843119
Zakharov,continuous,PSO,5,63031,1000,1000,33.430000949531575,0.012902299999950628
Zakharov,continuous,PSO,6,63032,1000,1000,3.321569108346595,0.015954800000145042
Zakharov,continuous,PSO,7,63033,1000,1000,5.581433317493477,0.014384500000232947
Zakharov,continuous,PSO,8,63034,1000,1000,1.8008428145913506,0.014245600000322156
Zakharov,continuous,PSO,9,63035,1000,1000,1.4093387407858187,0.012719499999548134
Zakharov,continuous,PSO,10,63036,1000,1000,29.350283133691462,0.014207600000190723
Zakharov,continuous,PSO,11,63037,1000,1000,15.380241163012556,0.014454099999966274
Zakharov,continuous,PSO,12,63038,1000,1000,1.41158324910575,0.015363200000138022
Zakharov,continuous,PSO,13,63039,1000,1000,0.7643298946502125,0.011537200000020675
Zakharov,continuous,PSO,14,63040,1000,1000,10.008208611978967,0.011063799999647017
Zakharov,continuous,PSO,15,63041,1000,1000,13.89870440296271,0.011053100000026461
Zakharov,continuous,PSO,16,63042,1000,1000,3.6921991325177945,0.011569799999961106
Zakharov,continuous,PSO,17,63043,1000,1000,4.532810301857358,0.0107268000001568
Zakharov,continuous,PSO,18,63044,1000,1000,1.5037509405363054,0.011147799999889685
Zakharov,continuous,PSO,19,63045,1000,1000,3.3425645069095453,0.010860200000024633
Zakharov,continuous,PSO,20,63046,1000,1000,22.164525693131402,0.011166899999807356
Zakharov,continuous,PSO,21,63047,1000,1000,6.334144163412136,0.010589499999696272
Zakharov,continuous,PSO,22,63048,1000,1000,6.367808815634175,0.010748800000328629
Zakharov,continuous,PSO,23,63049,1000,1000,5.202817566746651,0.010714199999711127
Zakharov,continuous,PSO,24,63050,1000,1000,22.43919081826523,0.0105174000000261
Zakharov,continuous,PSO,25,63051,1000,1000,51.167702935801955,0.013026999999965483
Zakharov,continuous,PSO,26,63052,1000,1000,8.154046863793278,0.011216899999453744
Zakharov,continuous,PSO,27,63053,1000,1000,22.637121299071637,0.011392900000828377
Zakharov,continuous,PSO,28,63054,1000,1000,3.8396177353165135,0.015057300000080431
Zakharov,continuous,PSO,29,63055,1000,1000,5.9460923693980705,0.01699060000009922
Zakharov,continuous,PSO,30,63056,1000,1000,16.453395145445,0.015516000000388885
Zakharov,continuous,DE,1,64027,1000,1000,13.792543293448539,0.06553669999993872
Zakharov,continuous,DE,2,64028,1000,1000,16.25976605039887,0.05817170000045735
Zakharov,continuous,DE,3,64029,1000,1000,8.63009418285494,0.05903200000011566
Zakharov,continuous,DE,4,64030,1000,1000,17.817318963280055,0.06015610000031302
Zakharov,continuous,DE,5,64031,1000,1000,26.523383054603308,0.05825460000050953
Zakharov,continuous,DE,6,64032,1000,1000,18.418411423392392,0.0579239000007874
Zakharov,continuous,DE,7,64033,1000,1000,30.99547351658901,0.05309430000033899
Zakharov,continuous,DE,8,64034,1000,1000,15.157683730531101,0.06414960000074643
Zakharov,continuous,DE,9,64035,1000,1000,25.646272877754967,0.062242199999673176
Zakharov,continuous,DE,10,64036,1000,1000,9.789309585274806,0.0549964000001637
Zakharov,continuous,DE,11,64037,1000,1000,23.38586737851622,0.049793099999988044
Zakharov,continuous,DE,12,64038,1000,1000,32.40206047512508,0.04496240000025864
Zakharov,continuous,DE,13,64039,1000,1000,31.87949184191813,0.0524623999999676
Zakharov,continuous,DE,14,64040,1000,1000,21.539246468408052,0.051164999999855354
Zakharov,continuous,DE,15,64041,1000,1000,19.8185338465449,0.050122900000133086
Zakharov,continuous,DE,16,64042,1000,1000,15.186485137356307,0.052274900000156777
Zakharov,continuous,DE,17,64043,1000,1000,24.469778540866976,0.054876100000001315
Zakharov,continuous,DE,18,64044,1000,1000,14.506053543933875,0.0523429999993823
Zakharov,continuous,DE,19,64045,1000,1000,12.99915483091647,0.04731990000072983
Zakharov,continuous,DE,20,64046,1000,1000,9.880568668536185,0.05738100000053237
Zakharov,continuous,DE,21,64047,1000,1000,15.106046206360402,0.0503803000001426
Zakharov,continuous,DE,22,64048,1000,1000,18.215767066599938,0.05307360000006156
Zakharov,continuous,DE,23,64049,1000,1000,17.955120081612097,0.050350299999990966
Zakharov,continuous,DE,24,64050,1000,1000,40.3554997499006,0.0521907000002102
Zakharov,continuous,DE,25,64051,1000,1000,24.83261023302811,0.054507400000147754
Zakharov,continuous,DE,26,64052,1000,1000,25.58733910063165,0.051545700000133365
Zakharov,continuous,DE,27,64053,1000,1000,25.89859202403231,0.05153509999945527
Zakharov,continuous,DE,28,64054,1000,1000,15.381958245417819,0.04963439999937691
Zakharov,continuous,DE,29,64055,1000,1000,12.709600422991379,0.05856390000008105
Zakharov,continuous,DE,30,64056,1000,1000,10.239575591336466,0.05651049999960378
Zakharov,continuous,MonteCarlo,1,65027,1000,1000,55.27087099404843,0.025939199999811535
Zakharov,continuous,MonteCarlo,2,65028,1000,1000,24.766373159228696,0.027624599999398924
Zakharov,continuous,MonteCarlo,3,65029,1000,1000,43.483296566928104,0.0264073999996981
Zakharov,continuous,MonteCarlo,4,65030,1000,1000,62.158593820080725,0.0242102000001978
Zakharov,continuous,MonteCarlo,5,65031,1000,1000,29.054276179477263,0.02197020000039629
Zakharov,continuous,MonteCarlo,6,65032,1000,1000,55.22424116349253,0.025951900000109163
Zakharov,continuous,MonteCarlo,7,65033,1000,1000,44.96279519075202,0.025892499999827123
Zakharov,continuous,MonteCarlo,8,65034,1000,1000,55.58002740249864,0.025862199999210134
Zakharov,continuous,MonteCarlo,9,65035,1000,1000,58.475509809008116,0.02875540000059118
Zakharov,continuous,MonteCarlo,10,65036,1000,1000,45.29921750837744,0.028697400000055495
Zakharov,continuous,MonteCarlo,11,65037,1000,1000,63.23019679043009,0.02640400000018417
Zakharov,continuous,MonteCarlo,12,65038,1000,1000,52.099667542059706,0.026140699999814387
Zakharov,continuous,MonteCarlo,13,65039,1000,1000,53.308437995955074,0.024045399999522488
Zakharov,continuous,MonteCarlo,14,65040,1000,1000,28.601241032000576,0.025419899999178597
Zakharov,continuous,MonteCarlo,15,65041,1000,1000,53.849588591313676,0.025976400000217836
Zakharov,continuous,MonteCarlo,16,65042,1000,1000,51.90046571966831,0.025011100000483566
Zakharov,continuous,MonteCarlo,17,65043,1000,1000,50.11965256844222,0.027660200000354962
Zakharov,continuous,MonteCarlo,18,65044,1000,1000,33.5033179813025,0.025886399999762943
Zakharov,continuous,MonteCarlo,19,65045,1000,1000,19.202655938160515,0.022839899999780755
Zakharov,continuous,MonteCarlo,20,65046,1000,1000,66.50194363129349,0.024414499999693362
Zakharov,continuous,MonteCarlo,21,65047,1000,1000,46.43747579111716,0.023114499999792315
Zakharov,continuous,MonteCarlo,22,65048,1000,1000,14.368345816705915,0.022762499999771535
Zakharov,continuous,MonteCarlo,23,65049,1000,1000,65.47778581247468,0.021406800000477233
Zakharov,continuous,MonteCarlo,24,65050,1000,1000,20.6311974870171,0.026437200000145822
Zakharov,continuous,MonteCarlo,25,65051,1000,1000,45.503066260313126,0.021201200000177778
Zakharov,continuous,MonteCarlo,26,65052,1000,1000,61.401596637653554,0.02191469999979745
Zakharov,continuous,MonteCarlo,27,65053,1000,1000,41.112173396199516,0.024680499999703898
Zakharov,continuous,MonteCarlo,28,65054,1000,1000,89.08542384516082,0.02391669999997248
Zakharov,continuous,MonteCarlo,29,65055,1000,1000,62.24194869612856,0.02343170000040118
Zakharov,continuous,MonteCarlo,30,65056,1000,1000,60.75256995826137,0.021457699999700708
Levy,continuous,GA,1,72027,1000,1000,0.10001380473483565,0.06286779999936698
Levy,continuous,GA,2,72028,1000,1000,0.053364537781402946,0.07554410000011558
Levy,continuous,GA,3,72029,1000,1000,0.0598060445842722,0.07519680000041262
Levy,continuous,GA,4,72030,1000,1000,0.022592966754410186,0.07290149999971618
Levy,continuous,GA,5,72031,1000,1000,0.008610554826872917,0.06639540000014676
Levy,continuous,GA,6,72032,1000,1000,0.02683622457927063,0.06644870000036462
Levy,continuous,GA,7,72033,1000,1000,0.022788237283846966,0.06987430000026507
Levy,continuous,GA,8,72034,1000,1000,0.033513417482418505,0.0658478000004834
Levy,continuous,GA,9,72035,1000,1000,0.03652165112540362,0.06331839999984368
Levy,continuous,GA,10,72036,1000,1000,0.010118035121843404,0.06757519999973738
Levy,continuous,GA,11,72037,1000,1000,0.05055352854535475,0.06476409999959287
Levy,continuous,GA,12,72038,1000,1000,0.059678872096827915,0.061622000000170374
Levy,continuous,GA,13,72039,1000,1000,0.018979665636888268,0.08036759999959031
Levy,continuous,GA,14,72040,1000,1000,0.01150946656034877,0.057604300000093644
Levy,continuous,GA,15,72041,1000,1000,0.0627591053040645,0.06502040000032139
Levy,continuous,GA,16,72042,1000,1000,0.039231323617970555,0.0765506000007008
Levy,continuous,GA,17,72043,1000,1000,0.04813061994401004,0.08747519999997166
Levy,continuous,GA,18,72044,1000,1000,0.03694561358670342,0.09483999999974912
Levy,continuous,GA,19,72045,1000,1000,0.014518794345980374,0.07785629999943922
Levy,continuous,GA,20,72046,1000,1000,0.024047138029663698,0.06280510000033246
Levy,continuous,GA,21,72047,1000,1000,0.055750792747940106,0.059032699999988836
Levy,continuous,GA,22,72048,1000,1000,0.021907908126755807,0.06928590000006807
Levy,continuous,GA,23,72049,1000,1000,0.03875905824332495,0.0663990000002741
Levy,continuous,GA,24,72050,1000,1000,0.023088066288058946,0.06848449999961304
Levy,continuous,GA,25,72051,1000,1000,0.019995690441009913,0.06523789999937435
Levy,continuous,GA,26,72052,1000,1000,0.0063264279325733214,0.06400420000045415
Levy,continuous,GA,27,72053,1000,1000,0.022037584593103104,0.06019079999987298
Levy,continuous,GA,28,72054,1000,1000,2.1605206068436282,0.054308900000251015
Levy,continuous,GA,29,72055,1000,1000,0.07303850026816894,0.05836469999940164
Levy,continuous,GA,30,72056,1000,1000,0.04919750909688257,0.05422550000002957
Levy,continuous,PSO,1,73027,1000,1000,0.10440691909942103,0.020408999999744992
Levy,continuous,PSO,2,73028,1000,1000,0.2779295326337767,0.01879850000022998
Levy,continuous,PSO,3,73029,1000,1000,0.03584439400027869,0.01984420000007958
Levy,continuous,PSO,4,73030,1000,1000,0.8879250104972036,0.017979899999772897
Levy,continuous,PSO,5,73031,1000,1000,0.22515415135774647,0.025243799999771
Levy,continuous,PSO,6,73032,1000,1000,0.15656476734482438,0.024845599999935075
Levy,continuous,PSO,7,73033,1000,1000,0.14666423282474558,0.02359639999940555
Levy,continuous,PSO,8,73034,1000,1000,0.24530907853627273,0.027029999999285792
Levy,continuous,PSO,9,73035,1000,1000,0.9375206587112233,0.023716699999567936
Levy,continuous,PSO,10,73036,1000,1000,0.08611527795063953,0.021202399999310728
Levy,continuous,PSO,11,73037,1000,1000,0.24754389514964303,0.021887599999899976
Levy,continuous,PSO,12,73038,1000,1000,0.2544180579114996,0.022542900000189547
Levy,continuous,PSO,13,73039,1000,1000,0.08629529670357246,0.023141499999837833
Levy,continuous,PSO,14,73040,1000,1000,0.4650320741144699,0.022758799999792245
Levy,continuous,PSO,15,73041,1000,1000,0.6273725564732777,0.021356399999604037
Levy,continuous,PSO,16,73042,1000,1000,0.24201487871799832,0.022294200000033015
Levy,continuous,PSO,17,73043,1000,1000,0.14478052281104717,0.023874600000453938
Levy,continuous,PSO,18,73044,1000,1000,0.33433889599883254,0.026144200000089768
Levy,continuous,PSO,19,73045,1000,1000,0.6248888104859758,0.02343760000076145
Levy,continuous,PSO,20,73046,1000,1000,0.20708765616053887,0.023426099999596772
Levy,continuous,PSO,21,73047,1000,1000,0.24054058386649743,0.022251699999287666
Levy,continuous,PSO,22,73048,1000,1000,0.2572499841376397,0.022549500000422995
Levy,continuous,PSO,23,73049,1000,1000,0.07790069100221711,0.022204399999282032
Levy,continuous,PSO,24,73050,1000,1000,0.26810511725478187,0.02254929999980959
Levy,continuous,PSO,25,73051,1000,1000,0.3201218626822466,0.021957799999654526
Levy,continuous,PSO,26,73052,1000,1000,0.44387740863582936,0.021823000000040338
Levy,continuous,PSO,27,73053,1000,1000,0.19189639622113014,0.023334999999860884
Levy,continuous,PSO,28,73054,1000,1000,0.742168701941383,0.025238000000172178
Levy,continuous,PSO,29,73055,1000,1000,0.20548457732897435,0.02304510000067239
Levy,continuous,PSO,30,73056,1000,1000,0.31608377283074696,0.025749200000063865
Levy,continuous,DE,1,74027,1000,1000,4.752407862944396,0.06472560000020167
Levy,continuous,DE,2,74028,1000,1000,2.8718933724809967,0.05949709999913466
Levy,continuous,DE,3,74029,1000,1000,5.184725892205033,0.05845690000023751
Levy,continuous,DE,4,74030,1000,1000,3.8885379265593256,0.06182730000000447
Levy,continuous,DE,5,74031,1000,1000,2.19025475822287,0.0675083000005543
Levy,continuous,DE,6,74032,1000,1000,1.8774489359486686,0.07295030000022962
Levy,continuous,DE,7,74033,1000,1000,2.022602555117153,0.06603499999982887
Levy,continuous,DE,8,74034,1000,1000,1.4677973012013803,0.06993059999967954
Levy,continuous,DE,9,74035,1000,1000,2.813130900535894,0.0673956000000544
Levy,continuous,DE,10,74036,1000,1000,0.8564522993081205,0.06656380000003992
Levy,continuous,DE,11,74037,1000,1000,1.8811054092443833,0.0661604000006264
Levy,continuous,DE,12,74038,1000,1000,2.9590592512985654,0.08510310000019672
Levy,continuous,DE,13,74039,1000,1000,3.201830154021376,0.06528470000012021
Levy,continuous,DE,14,74040,1000,1000,7.3126595517063695,0.06639799999993556
Levy,continuous,DE,15,74041,1000,1000,3.8063324753515904,0.06515670000044338
Levy,continuous,DE,16,74042,1000,1000,2.76157962624732,0.06062920000022132
Levy,continuous,DE,17,74043,1000,1000,8.054273426067088,0.057231400000091526
Levy,continuous,DE,18,74044,1000,1000,5.45689744310526,0.051740300000346906
Levy,continuous,DE,19,74045,1000,1000,3.911198628227041,0.053039800000078685
Levy,continuous,DE,20,74046,1000,1000,4.661480661997504,0.05135650000011083
Levy,continuous,DE,21,74047,1000,1000,3.584665764161921,0.05117240000072343
Levy,continuous,DE,22,74048,1000,1000,4.182633244589253,0.05241569999998319
Levy,continuous,DE,23,74049,1000,1000,3.3221621991977477,0.06188540000039211
Levy,continuous,DE,24,74050,1000,1000,4.094776319415766,0.07149909999952797
Levy,continuous,DE,25,74051,1000,1000,6.600822983848466,0.07169950000024983
Levy,continuous,DE,26,74052,1000,1000,2.9338002365482945,0.07120519999989483
Levy,continuous,DE,27,74053,1000,1000,2.8804160420094473,0.07530789999964327
Levy,continuous,DE,28,74054,1000,1000,2.6412465405553482,0.07956940000076429
Levy,continuous,DE,29,74055,1000,1000,5.205227717222591,0.07735950000005687
Levy,continuous,DE,30,74056,1000,1000,2.235341058622939,0.1081056000002718
Levy,continuous,MonteCarlo,1,75027,1000,1000,13.724349744829436,0.05415510000057111
Levy,continuous,MonteCarlo,2,75028,1000,1000,14.475163517030476,0.050970199999937904
