problem,family,algorithm,trial,seed,budget,evaluations,best_value,runtime_seconds
DixonPrice,continuous,PSO,11,113037,1000,1000,83.01088515996888,0.007894999999734864
DixonPrice,continuous,PSO,12,113038,1000,1000,2.3890322099962864,0.006688499999654596
DixonPrice,continuous,PSO,13,113039,1000,1000,5.332984326117486,0.007079699999849254
DixonPrice,continuous,PSO,14,113040,1000,1000,12.759470492648276,0.0069554000001517124
DixonPrice,continuous,PSO,15,113041,1000,1000,30.177172790828497,0.007317000000512053
DixonPrice,continuous,PSO,16,113042,1000,1000,13.299248519057533,0.006544800000483519
DixonPrice,continuous,PSO,17,113043,1000,1000,92.23378255999648,0.007017400000222551
DixonPrice,continuous,PSO,18,113044,1000,1000,43.31706082579842,0.006681100000605511
DixonPrice,continuous,PSO,19,113045,1000,1000,2.2649503721517514,0.006192099999680067
DixonPrice,continuous,PSO,20,113046,1000,1000,3.0841907575795653,0.006806899999901361
DixonPrice,continuous,PSO,21,113047,1000,1000,0.8376288633544333,0.006658999999672233
DixonPrice,continuous,PSO,22,113048,1000,1000,4.078189368504316,0.008215699999709614
DixonPrice,continuous,PSO,23,113049,1000,1000,2.080342577910952,0.006744199999957345
DixonPrice,continuous,PSO,24,113050,1000,1000,3.5341928722483686,0.0073570000004110625
DixonPrice,continuous,PSO,25,113051,1000,1000,85.81181013046562,0.006071400000109861
DixonPrice,continuous,PSO,26,113052,1000,1000,1.4818634949272111,0.008839999999509018
DixonPrice,continuous,PSO,27,113053,1000,1000,5.650549093646447,0.006979400000091118
DixonPrice,continuous,PSO,28,113054,1000,1000,3.419363763052561,0.006732600000759703
DixonPrice,continuous,PSO,29,113055,1000,1000,5.0676650830376015,0.006567099999301718
DixonPrice,continuous,PSO,30,113056,1000,1000,7.368575912626126,0.006871000000501226
DixonPrice,continuous,DE,1,114027,1000,1000,134.51613268917936,0.05000960000052146
DixonPrice,continuous,DE,2,114028,1000,1000,146.34679337482777,0.0384342999996079
DixonPrice,continuous,DE,3,114029,1000,1000,182.80715325443487,0.04004239999994752
DixonPrice,continuous,DE,4,114030,1000,1000,355.3302426992472,0.06790190000083385
DixonPrice,continuous,DE,5,114031,1000,1000,189.51273577202176,0.05820479999965755
DixonPrice,continuous,DE,6,114032,1000,1000,346.56594109522035,0.06651910000073258
DixonPrice,continuous,DE,7,114033,1000,1000,126.01581207917793,0.08071680000011838
DixonPrice,continuous,DE,8,114034,1000,1000,64.74801557986218,0.07977779999964696
DixonPrice,continuous,DE,9,114035,1000,1000,155.75476973899757,0.06813180000062857
DixonPrice,continuous,DE,10,114036,1000,1000,156.85207677400768,0.04890910000085569
DixonPrice,continuous,DE,11,114037,1000,1000,81.20233682859445,0.05744090000007418
DixonPrice,continuous,DE,12,114038,1000,1000,178.4770461920911,0.05044809999981226
DixonPrice,continuous,DE,13,114039,1000,1000,203.92631132189763,0.05547999999998865
DixonPrice,continuous,DE,14,114040,1000,1000,170.29171460579323,0.06373220000023139
DixonPrice,continuous,DE,15,114041,1000,1000,37.426769634639335,0.046880699999746867
DixonPrice,continuous,DE,16,114042,1000,1000,315.72961624567847,0.04378199999973731
DixonPrice,continuous,DE,17,114043,1000,1000,93.49820129220083,0.04407580000042799
DixonPrice,continuous,DE,18,114044,1000,1000,128.52985917547832,0.043536999999560066
DixonPrice,continuous,DE,19,114045,1000,1000,46.010618453378655,0.04752710000047955
DixonPrice,continuous,DE,20,114046,1000,1000,160.69038320273575,0.049976999999671534
DixonPrice,continuous,DE,21,114047,1000,1000,70.68174479606748,0.06952449999971577
DixonPrice,continuous,DE,22,114048,1000,1000,300.7612089797415,0.06066850000024715
DixonPrice,continuous,DE,23,114049,1000,1000,271.7640937045534,0.052874099999826285
DixonPrice,continuous,DE,24,114050,1000,1000,6.32631813734102,0.05094660000031581
DixonPrice,continuous,DE,25,114051,1000,1000,63.38521035760138,0.04867089999970631
DixonPrice,continuous,DE,26,114052,1000,1000,19.917616662010666,0.04527020000023185
DixonPrice,continuous,DE,27,114053,1000,1000,160.55173109362144,0.0511543000002348
DixonPrice,continuous,DE,28,114054,1000,1000,284.08001770841685,0.04912899999999354
DixonPrice,continuous,DE,29,114055,1000,1000,97.81358134100041,0.04632540000056906
DixonPrice,continuous,DE,30,114056,1000,1000,131.53306993448467,0.057296599999972386
DixonPrice,continuous,MonteCarlo,1,115027,1000,1000,2232.6264284947265,0.026168200000029174
DixonPrice,continuous,MonteCarlo,2,115028,1000,1000,7455.502927415129,0.024525599999833503
DixonPrice,continuous,MonteCarlo,3,115029,1000,1000,5169.361425530963,0.028570599999511614
DixonPrice,continuous,MonteCarlo,4,115030,1000,1000,3427.646171508028,0.027293699999972887
DixonPrice,continuous,MonteCarlo,5,115031,1000,1000,5513.796093097552,0.02099469999939174
DixonPrice,continuous,MonteCarlo,6,115032,1000,1000,6395.974454008038,0.021392099999502534
DixonPrice,continuous,MonteCarlo,7,115033,1000,1000,3136.9407762965543,0.019690000000082364
DixonPrice,continuous,MonteCarlo,8,115034,1000,1000,6073.849659781637,0.018891900000198802
DixonPrice,continuous,MonteCarlo,9,115035,1000,1000,13829.21819985399,0.022762100000363716
DixonPrice,continuous,MonteCarlo,10,115036,1000,1000,6951.616709332324,0.02055439999912778
DixonPrice,continuous,MonteCarlo,11,115037,1000,1000,12881.205552464293,0.02061279999998078
DixonPrice,continuous,MonteCarlo,12,115038,1000,1000,20091.9858245725,0.018707899999753863
DixonPrice,continuous,MonteCarlo,13,115039,1000,1000,4151.678493381226,0.018845699999474164
DixonPrice,continuous,MonteCarlo,14,115040,1000,1000,2004.1698860289346,0.02197859999978391
DixonPrice,continuous,MonteCarlo,15,115041,1000,1000,11901.98921157598,0.018709700000727025
DixonPrice,continuous,MonteCarlo,16,115042,1000,1000,4914.677821649536,0.01900249999926018
DixonPrice,continuous,MonteCarlo,17,115043,1000,1000,6167.1463407890615,0.020505899999989197
DixonPrice,continuous,MonteCarlo,18,115044,1000,1000,6363.096445995258,0.02142080000066926
DixonPrice,continuous,MonteCarlo,19,115045,1000,1000,8075.619468472051,0.020326400000158173
DixonPrice,continuous,MonteCarlo,20,115046,1000,1000,4253.690450652942,0.021622299999762618
DixonPrice,continuous,MonteCarlo,21,115047,1000,1000,3622.3926769529335,0.027496799999426003
DixonPrice,continuous,MonteCarlo,22,115048,1000,1000,10944.137088771808,0.06944909999947413
DixonPrice,continuous,MonteCarlo,23,115049,1000,1000,2586.981584878685,0.04101189999983035
DixonPrice,continuous,MonteCarlo,24,115050,1000,1000,2571.228334605101,0.03369620000012219
DixonPrice,continuous,MonteCarlo,25,115051,1000,1000,4625.490127067153,0.027330899999469693
DixonPrice,continuous,MonteCarlo,26,115052,1000,1000,6672.96068568754,0.02402769999935117
DixonPrice,continuous,MonteCarlo,27,115053,1000,1000,5048.651016492747,0.023416699999870616
DixonPrice,continuous,MonteCarlo,28,115054,1000,1000,5621.187995986359,0.022673200000099314
DixonPrice,continuous,MonteCarlo,29,115055,1000,1000,3861.800298884103,0.02299129999937577
DixonPrice,continuous,MonteCarlo,30,115056,1000,1000,4202.304689053483,0.019938299999921583
GraphAlloc-Sparse-12,graph-resource-allocation,GA,1,122027,1000,1000,-8.975024601202351,0.09712129999934405
GraphAlloc-Sparse-12,graph-resource-allocation,GA,2,122028,1000,1000,-8.994559009650757,0.10223320000022795
GraphAlloc-Sparse-12,graph-resource-allocation,GA,3,122029,1000,1000,-8.98723954523798,0.08606240000062826
GraphAlloc-Sparse-12,graph-resource-allocation,GA,4,122030,1000,1000,-8.939701463947632,0.09864079999988462
GraphAlloc-Sparse-12,graph-resource-allocation,GA,5,122031,1000,1000,-9.001737102092251,0.09103899999990972
GraphAlloc-Sparse-12,graph-resource-allocation,GA,6,122032,1000,1000,-8.990070999966695,0.09212139999999636
GraphAlloc-Sparse-12,graph-resource-allocation,GA,7,122033,1000,1000,-9.000191767384687,0.10477650000029826
GraphAlloc-Sparse-12,graph-resource-allocation,GA,8,122034,1000,1000,-8.984722990249992,0.11348569999972824
GraphAlloc-Sparse-12,graph-resource-allocation,GA,9,122035,1000,1000,-8.933078293677262,0.15926089999993565
GraphAlloc-Sparse-12,graph-resource-allocation,GA,10,122036,1000,1000,-8.97327434922724,0.10278149999976449
GraphAlloc-Sparse-12,graph-resource-allocation,GA,11,122037,1000,1000,-8.99681915383651,0.12941779999982828
GraphAlloc-Sparse-12,graph-resource-allocation,GA,12,122038,1000,1000,-8.959208117087034,0.17385340000055294
GraphAlloc-Sparse-12,graph-resource-allocation,GA,13,122039,1000,1000,-8.985830127348835,0.13873960000000807
GraphAlloc-Sparse-12,graph-resource-allocation,GA,14,122040,1000,1000,-8.986912443597063,0.08117269999911514
GraphAlloc-Sparse-12,graph-resource-allocation,GA,15,122041,1000,1000,-8.992342247886457,0.09711820000029547
GraphAlloc-Sparse-12,graph-resource-allocation,GA,16,122042,1000,1000,-8.992572929157342,0.10160560000076657
GraphAlloc-Sparse-12,graph-resource-allocation,GA,17,122043,1000,1000,-8.99324127891458,0.07612699999936012
GraphAlloc-Sparse-12,graph-resource-allocation,GA,18,122044,1000,1000,-8.9552991034127,0.08800859999973909
GraphAlloc-Sparse-12,graph-resource-allocation,GA,19,122045,1000,1000,-8.98923028385864,0.09318370000073628
GraphAlloc-Sparse-12,graph-resource-allocation,GA,20,122046,1000,1000,-8.974140490029006,0.09435420000045269
GraphAlloc-Sparse-12,graph-resource-allocation,GA,21,122047,1000,1000,-8.972295704255137,0.10364920000029088
GraphAlloc-Sparse-12,graph-resource-allocation,GA,22,122048,1000,1000,-8.978161423379534,0.10151350000069215
GraphAlloc-Sparse-12,graph-resource-allocation,GA,23,122049,1000,1000,-8.980235619082528,0.09344020000025921
GraphAlloc-Sparse-12,graph-resource-allocation,GA,24,122050,1000,1000,-8.980941685170897,0.08496030000060273
GraphAlloc-Sparse-12,graph-resource-allocation,GA,25,122051,1000,1000,-8.954125772692656,0.08459059999950114
GraphAlloc-Sparse-12,graph-resource-allocation,GA,26,122052,1000,1000,-8.990685517093581,0.07854940000015631
GraphAlloc-Sparse-12,graph-resource-allocation,GA,27,122053,1000,1000,-8.976346014337155,0.07694439999977476
GraphAlloc-Sparse-12,graph-resource-allocation,GA,28,122054,1000,1000,-8.950229163443302,0.07724519999919721
GraphAlloc-Sparse-12,graph-resource-allocation,GA,29,122055,1000,1000,-8.981852596103314,0.08856660000037664
GraphAlloc-Sparse-12,graph-resource-allocation,GA,30,122056,1000,1000,-8.921074459716962,0.07854649999990215
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,1,123027,1000,1000,-8.967142783745814,0.036476399999628484
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,2,123028,1000,1000,-8.990611623567622,0.11506929999995918
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,3,123029,1000,1000,-8.933156120714667,0.056612500000483124
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,4,123030,1000,1000,-8.886162464385714,0.040400799999588344
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,5,123031,1000,1000,-8.882997147507531,0.037788999999975204
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,6,123032,1000,1000,-8.999638996604507,0.03726770000048418
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,7,123033,1000,1000,-8.980685804076602,0.038020800000595045
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,8,123034,1000,1000,-8.940468056688136,0.038439600000856444
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,9,123035,1000,1000,-8.915684977503316,0.03612429999975575
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,10,123036,1000,1000,-8.953927636349531,0.042755700000270735
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,11,123037,1000,1000,-8.8634463434882,0.03732010000021546
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,12,123038,1000,1000,-8.99172039214266,0.039580300000125135
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,13,123039,1000,1000,-8.938365346756513,0.03744009999991249
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,14,123040,1000,1000,-8.862845628972323,0.040594099999907485
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,15,123041,1000,1000,-8.948178207023307,0.036129900000560156
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,16,123042,1000,1000,-8.952871347328918,0.03673699999944802
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,17,123043,1000,1000,-8.935080431647606,0.03696910000053322
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,18,123044,1000,1000,-8.988956263597133,0.03587439999955677
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,19,123045,1000,1000,-8.811565645058788,0.04017139999996289
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,20,123046,1000,1000,-8.900249138030862,0.03730100000029779
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,21,123047,1000,1000,-8.998844187582696,0.03508770000007644
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,22,123048,1000,1000,-8.987535908353653,0.036367499999869324
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,23,123049,1000,1000,-8.980203271767111,0.037082299999383395
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,24,123050,1000,1000,-8.88749752518531,0.035573899999690184
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,25,123051,1000,1000,-8.99578776286434,0.036723000000165484
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,26,123052,1000,1000,-8.996414098353073,0.037081299999954354
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,27,123053,1000,1000,-8.728731728564965,0.037819199999830744
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,28,123054,1000,1000,-8.86192379055664,0.03675860000021203
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,29,123055,1000,1000,-8.933816772438982,0.03538269999990007
GraphAlloc-Sparse-12,graph-resource-allocation,PSO,30,123056,1000,1000,-8.981752902447653,0.040441399999508576
GraphAlloc-Sparse-12,graph-resource-allocation,DE,1,124027,1000,1000,-8.849655741709059,0.07624140000007174
GraphAlloc-Sparse-12,graph-resource-allocation,DE,2,124028,1000,1000,-8.809567003144975,0.0881760000002032
GraphAlloc-Sparse-12,graph-resource-allocation,DE,3,124029,1000,1000,-8.814371394401636,0.1023075000002791
GraphAlloc-Sparse-12,graph-resource-allocation,DE,4,124030,1000,1000,-8.852620817209662,0.09222620000036841
GraphAlloc-Sparse-12,graph-resource-allocation,DE,5,124031,1000,1000,-8.857791821485728,0.0952701000005618
GraphAlloc-Sparse-12,graph-resource-allocation,DE,6,124032,1000,1000,-8.868434801287703,0.07277030000022933
GraphAlloc-Sparse-12,graph-resource-allocation,DE,7,124033,1000,1000,-8.921641261614015,0.08117900000070222
GraphAlloc-Sparse-12,graph-resource-allocation,DE,8,124034,1000,1000,-8.862678653402082,0.07154009999976552
GraphAlloc-Sparse-12,graph-resource-allocation,DE,9,124035,1000,1000,-8.892626727241625,0.07191560000046593
GraphAlloc-Sparse-12,graph-resource-allocation,DE,10,124036,1000,1000,-8.82521688712674,0.09684560000005149
GraphAlloc-Sparse-12,graph-resource-allocation,DE,11,124037,1000,1000,-8.876978066115461,0.12127180000061344
GraphAlloc-Sparse-12,graph-resource-allocation,DE,12,124038,1000,1000,-8.813282106039159,0.13669469999967987
GraphAlloc-Sparse-12,graph-resource-allocation,DE,13,124039,1000,1000,-8.852954506288981,0.11815610000030574
GraphAlloc-Sparse-12,graph-resource-allocation,DE,14,124040,1000,1000,-8.826746270687865,0.09592129999964527
GraphAlloc-Sparse-12,graph-resource-allocation,DE,15,124041,1000,1000,-8.859981030484025,0.1062670999999682
GraphAlloc-Sparse-12,graph-resource-allocation,DE,16,124042,1000,1000,-8.928895514871353,0.11261620000004768
GraphAlloc-Sparse-12,graph-resource-allocation,DE,17,124043,1000,1000,-8.864112583272401,0.13669500000014523
GraphAlloc-Sparse-12,graph-resource-allocation,DE,18,124044,1000,1000,-8.905751367551096,0.12111069999991741
GraphAlloc-Sparse-12,graph-resource-allocation,DE,19,124045,1000,1000,-8.842207424498435,0.1198381000003792
GraphAlloc-Sparse-12,graph-resource-allocation,DE,20,124046,1000,1000,-8.852500401630628,0.11406160000024101
GraphAlloc-Sparse-12,graph-resource-allocation,DE,21,124047,1000,1000,-8.934696440094406,0.10954029999993509
GraphAlloc-Sparse-12,graph-resource-allocation,DE,22,124048,1000,1000,-8.85353880014016,0.10396870000022318
GraphAlloc-Sparse-12,graph-resource-allocation,DE,23,124049,1000,1000,-8.88486114627253,0.10032680000040273
GraphAlloc-Sparse-12,graph-resource-allocation,DE,24,124050,1000,1000,-8.857299362717704,0.11432479999984935
GraphAlloc-Sparse-12,graph-resource-allocation,DE,25,124051,1000,1000,-8.8286255376404,0.09428639999987354
GraphAlloc-Sparse-12,graph-resource-allocation,DE,26,124052,1000,1000,-8.880950484361874,0.08233380000001489
GraphAlloc-Sparse-12,graph-resource-allocation,DE,27,124053,1000,1000,-8.860965622903718,0.08169100000031904
GraphAlloc-Sparse-12,graph-resource-allocation,DE,28,124054,1000,1000,-8.882573386724816,0.07834419999926467
GraphAlloc-Sparse-12,graph-resource-allocation,DE,29,124055,1000,1000,-8.894367670295042,0.08008259999951406
GraphAlloc-Sparse-12,graph-resource-allocation,DE,30,124056,1000,1000,-8.856558735459965,0.08139690000007249
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,1,125027,1000,1000,-8.65693446922017,0.06190670000069076
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,2,125028,1000,1000,-8.719889023753652,0.05989020000015444
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,3,125029,1000,1000,-8.55433180727911,0.058748699999341625
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,4,125030,1000,1000,-8.615626191183704,0.05411129999993136
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,5,125031,1000,1000,-8.594373730846817,0.04956020000008721
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,6,125032,1000,1000,-8.583806302750485,0.05238050000025396
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,7,125033,1000,1000,-8.638233418565866,0.04962820000037027
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,8,125034,1000,1000,-8.734762014929931,0.051873600000362785
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,9,125035,1000,1000,-8.65644696740468,0.05376729999989038
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,10,125036,1000,1000,-8.627890528173122,0.05952979999983654
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,11,125037,1000,1000,-8.555007129883483,0.06712819999938802
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,12,125038,1000,1000,-8.65891697708062,0.07361390000005485
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,13,125039,1000,1000,-8.592165833098734,0.07429099999990285
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,14,125040,1000,1000,-8.84370955566672,0.0738206000005448
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,15,125041,1000,1000,-8.653376274119148,0.05387609999979759
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,16,125042,1000,1000,-8.667195632529795,0.05844820000038453
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,17,125043,1000,1000,-8.610824995469638,0.05115380000006553
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,18,125044,1000,1000,-8.710202382365715,0.05032690000007278
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,19,125045,1000,1000,-8.629701090218749,0.0524900999998863
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,20,125046,1000,1000,-8.681362265432814,0.054383599999709986
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,21,125047,1000,1000,-8.572268258697092,0.05769400000008318
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,22,125048,1000,1000,-8.581505291822118,0.05973840000024211
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,23,125049,1000,1000,-8.674444375361414,0.06431340000017371
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,24,125050,1000,1000,-8.653249592868379,0.05376389999946696
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,25,125051,1000,1000,-8.692597946339447,0.05421890000070562
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,26,125052,1000,1000,-8.64561449243351,0.050455999999940104
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,27,125053,1000,1000,-8.707288809345192,0.051579799999672105
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,28,125054,1000,1000,-8.648114883516858,0.0628247000004194
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,29,125055,1000,1000,-8.600942919781891,0.05094139999982872
GraphAlloc-Sparse-12,graph-resource-allocation,MonteCarlo,30,125056,1000,1000,-8.65019189492943,0.053299000000151864
GraphAlloc-Dense-12,graph-resource-allocation,GA,1,132027,1000,1000,-10.496908615675139,0.0915422000007311
GraphAlloc-Dense-12,graph-resource-allocation,GA,2,132028,1000,1000,-10.495311431742971,0.09157589999995253
GraphAlloc-Dense-12,graph-resource-allocation,GA,3,132029,1000,1000,-10.495913952959299,0.08658039999954781
GraphAlloc-Dense-12,graph-resource-allocation,GA,4,132030,1000,1000,-10.496320880666481,0.0855068000000756
GraphAlloc-Dense-12,graph-resource-allocation,GA,5,132031,1000,1000,-10.488410068247397,0.07847380000021076
GraphAlloc-Dense-12,graph-resource-allocation,GA,6,132032,1000,1000,-10.496478939645108,0.07864549999976589
GraphAlloc-Dense-12,graph-resource-allocation,GA,7,132033,1000,1000,-10.49577081599283,0.07609060000049794
GraphAlloc-Dense-12,graph-resource-allocation,GA,8,132034,1000,1000,-10.496762440557202,0.08608890000050451
GraphAlloc-Dense-12,graph-resource-allocation,GA,9,132035,1000,1000,-10.495820272488954,0.08221340000000055
GraphAlloc-Dense-12,graph-resource-allocation,GA,10,132036,1000,1000,-10.494228139110978,0.07345489999988786
GraphAlloc-Dense-12,graph-resource-allocation,GA,11,132037,1000,1000,-10.491938018330572,0.1061811999998099
GraphAlloc-Dense-12,graph-resource-allocation,GA,12,132038,1000,1000,-10.493689820059817,0.08551859999988665
GraphAlloc-Dense-12,graph-resource-allocation,GA,13,132039,1000,1000,-10.496505265870393,0.11915380000027653
GraphAlloc-Dense-12,graph-resource-allocation,GA,14,132040,1000,1000,-10.494510725130967,0.09033629999976256
GraphAlloc-Dense-12,graph-resource-allocation,GA,15,132041,1000,1000,-10.495720407348832,0.07575949999954901
GraphAlloc-Dense-12,graph-resource-allocation,GA,16,132042,1000,1000,-10.490366532552903,0.0799882000001162
GraphAlloc-Dense-12,graph-resource-allocation,GA,17,132043,1000,1000,-10.496346848179305,0.07736600000043836
GraphAlloc-Dense-12,graph-resource-allocation,GA,18,132044,1000,1000,-10.495567876969305,0.07825259999935952
GraphAlloc-Dense-12,graph-resource-allocation,GA,19,132045,1000,1000,-10.496687496355202,0.07665749999978289
GraphAlloc-Dense-12,graph-resource-allocation,GA,20,132046,1000,1000,-10.495265720608543,0.07845689999976457
GraphAlloc-Dense-12,graph-resource-allocation,GA,21,132047,1000,1000,-10.495302273452845,0.07475050000084593
GraphAlloc-Dense-12,graph-resource-allocation,GA,22,132048,1000,1000,-10.49759259150444,0.07701499999984662
GraphAlloc-Dense-12,graph-resource-allocation,GA,23,132049,1000,1000,-10.487865253391698,0.07693019999987882
GraphAlloc-Dense-12,graph-resource-allocation,GA,24,132050,1000,1000,-10.493620917573933,0.08049680000021908
GraphAlloc-Dense-12,graph-resource-allocation,GA,25,132051,1000,1000,-10.496537023372587,0.07409569999981613
GraphAlloc-Dense-12,graph-resource-allocation,GA,26,132052,1000,1000,-10.492130271796865,0.07493010000052891
GraphAlloc-Dense-12,graph-resource-allocation,GA,27,132053,1000,1000,-10.492087894307184,0.07509289999961766
GraphAlloc-Dense-12,graph-resource-allocation,GA,28,132054,1000,1000,-10.495234129944734,0.07613620000029186
GraphAlloc-Dense-12,graph-resource-allocation,GA,29,132055,1000,1000,-10.492407347095801,0.07821060000060243
GraphAlloc-Dense-12,graph-resource-allocation,GA,30,132056,1000,1000,-10.494592210825823,0.07694840000021941
GraphAlloc-Dense-12,graph-resource-allocation,PSO,1,133027,1000,1000,-10.48531845760798,0.03959080000004178
GraphAlloc-Dense-12,graph-resource-allocation,PSO,2,133028,1000,1000,-10.49067724753094,0.03784029999951599
GraphAlloc-Dense-12,graph-resource-allocation,PSO,3,133029,1000,1000,-10.467884398732393,0.038306599999486934
GraphAlloc-Dense-12,graph-resource-allocation,PSO,4,133030,1000,1000,-10.46299486025164,0.040266500000143424
GraphAlloc-Dense-12,graph-resource-allocation,PSO,5,133031,1000,1000,-10.367200687723182,0.03779850000046281
GraphAlloc-Dense-12,graph-resource-allocation,PSO,6,133032,1000,1000,-10.495180011620624,0.040516199999729
GraphAlloc-Dense-12,graph-resource-allocation,PSO,7,133033,1000,1000,-10.492059701913517,0.03805240000019694
GraphAlloc-Dense-12,graph-resource-allocation,PSO,8,133034,1000,1000,-10.455697415890747,0.03936780000003637
GraphAlloc-Dense-12,graph-resource-allocation,PSO,9,133035,1000,1000,-10.444789359155086,0.03879819999929168
GraphAlloc-Dense-12,graph-resource-allocation,PSO,10,133036,1000,1000,-10.46287277624374,0.03932630000053905
GraphAlloc-Dense-12,graph-resource-allocation,PSO,11,133037,1000,1000,-10.491830444791042,0.0382646999996723
GraphAlloc-Dense-12,graph-resource-allocation,PSO,12,133038,1000,1000,-10.429334270914275,0.04092020000007324
GraphAlloc-Dense-12,graph-resource-allocation,PSO,13,133039,1000,1000,-10.494961294060104,0.03863990000081685
GraphAlloc-Dense-12,graph-resource-allocation,PSO,14,133040,1000,1000,-10.467958348120094,0.04098160000012285
GraphAlloc-Dense-12,graph-resource-allocation,PSO,15,133041,1000,1000,-10.49606588243655,0.03558690000045317
GraphAlloc-Dense-12,graph-resource-allocation,PSO,16,133042,1000,1000,-10.481424091261983,0.03610980000030395
GraphAlloc-Dense-12,graph-resource-allocation,PSO,17,133043,1000,1000,-10.467713918940008,0.036276700000598794
GraphAlloc-Dense-12,graph-resource-allocation,PSO,18,133044,1000,1000,-10.472159053676481,0.03599500000018452
GraphAlloc-Dense-12,graph-resource-allocation,PSO,19,133045,1000,1000,-10.497222443804983,0.037468300000000454
GraphAlloc-Dense-12,graph-resource-allocation,PSO,20,133046,1000,1000,-10.481762351512495,0.036344199999803095
GraphAlloc-Dense-12,graph-resource-allocation,PSO,21,133047,1000,1000,-10.445699085184465,0.03825479999977688
GraphAlloc-Dense-12,graph-resource-allocation,PSO,22,133048,1000,1000,-10.481625756843412,0.03815260000010312
GraphAlloc-Dense-12,graph-resource-allocation,PSO,23,133049,1000,1000,-10.481110487481324,0.03784630000063771
GraphAlloc-Dense-12,graph-resource-allocation,PSO,24,133050,1000,1000,-10.466115499018084,0.03575689999979659
GraphAlloc-Dense-12,graph-resource-allocation,PSO,25,133051,1000,1000,-10.496208982668444,0.036256000000321364
GraphAlloc-Dense-12,graph-resource-allocation,PSO,26,133052,1000,1000,-10.432428220165663,0.03665000000000873
GraphAlloc-Dense-12,graph-resource-allocation,PSO,27,133053,1000,1000,-10.454512516862025,0.03574370000023919
GraphAlloc-Dense-12,graph-resource-allocation,PSO,28,133054,1000,1000,-10.491242316764021,0.037462199999936274
GraphAlloc-Dense-12,graph-resource-allocation,PSO,29,133055,1000,1000,-10.429891401937345,0.03781230000004143
GraphAlloc-Dense-12,graph-resource-allocation,PSO,30,133056,1000,1000,-10.433492412302371,0.03658129999985249
